annotator,id,dataset,ids,category,emotion_other,emotion_anchor
114,hansard-5313,hansard,"3,1",c,1,1
114,hansard-5313,hansard,"3,2",p,1,1
115,hansard-5313,hansard,"0,2",c,0,0
115,hansard-5313,hansard,"3,1",c,0,0
115,hansard-5313,hansard,"3,2",c,0,0
116,hansard-5313,hansard,"0,2",p,2,1
116,hansard-5313,hansard,"3,1",p,2,1
116,hansard-5313,hansard,"3,2",p,2,1
44,hansard-5313,hansard,"0,2",c,2,0
44,hansard-5313,hansard,"3,1",c,0,0
44,hansard-5313,hansard,"3,2",c,2,0
97,hansard-5334,hansard,"0,2",n,2,1
97,hansard-5334,hansard,"3,1",n,2,1
97,hansard-5334,hansard,"3,2",n,2,1
98,hansard-5334,hansard,"0,2",c,1,0
98,hansard-5334,hansard,"3,1",c,0,0
98,hansard-5334,hansard,"3,2",c,2,0
99,hansard-5334,hansard,"0,2",c,0,0
99,hansard-5334,hansard,"3,1",c,0,0
99,hansard-5334,hansard,"3,2",c,0,0
100,hansard-5334,hansard,"0,2",n,1,1
100,hansard-5334,hansard,"3,1",p,2,1
100,hansard-5334,hansard,"3,2",p,0,1
44,hansard-5334,hansard,"0,2",c,2,1
44,hansard-5334,hansard,"3,1",c,0,1
44,hansard-5334,hansard,"3,2",c,2,1
105,hansard-5338,hansard,"0,2",p,1,1
105,hansard-5338,hansard,"3,1",c,1,1
105,hansard-5338,hansard,"3,2",n,0,1
106,hansard-5338,hansard,"0,2",c,0,0
106,hansard-5338,hansard,"3,1",c,0,0
106,hansard-5338,hansard,"3,2",n,0,0
107,hansard-5338,hansard,"0,2",n,2,2
107,hansard-5338,hansard,"3,1",c,2,2
107,hansard-5338,hansard,"3,2",c,2,2
108,hansard-5338,hansard,"0,2",n,2,2
108,hansard-5338,hansard,"3,1",n,2,2
108,hansard-5338,hansard,"3,2",n,2,2
44,hansard-5338,hansard,"0,2",c,2,1
44,hansard-5338,hansard,"3,1",c,2,1
44,hansard-5338,hansard,"3,2",p,2,1
121,hansard-5697,hansard,"0,2",n,0,0
121,hansard-5697,hansard,"3,1",n,0,0
121,hansard-5697,hansard,"3,2",n,2,0
122,hansard-5697,hansard,"0,2",c,2,1
122,hansard-5697,hansard,"3,1",c,2,1
122,hansard-5697,hansard,"3,2",c,2,1
123,hansard-5697,hansard,"0,2",c,2,2
123,hansard-5697,hansard,"3,1",c,2,2
123,hansard-5697,hansard,"3,2",c,2,2
44,hansard-5697,hansard,"0,2",c,0,0
44,hansard-5697,hansard,"3,1",c,2,0
44,hansard-5697,hansard,"3,2",c,2,0
124,hansard-5697,hansard,"0,2",n,2,1
124,hansard-5697,hansard,"3,1",p,2,1
124,hansard-5697,hansard,"3,2",c,2,1
89,hansard-6014,hansard,"0,2",c,2,0
89,hansard-6014,hansard,"3,1",c,0,0
89,hansard-6014,hansard,"3,2",c,0,0
90,hansard-6014,hansard,"0,2",c,0,2
90,hansard-6014,hansard,"3,1",c,2,2
90,hansard-6014,hansard,"3,2",c,2,2
91,hansard-6014,hansard,"0,2",n,1,0
91,hansard-6014,hansard,"3,1",p,0,0
91,hansard-6014,hansard,"3,2",p,0,0
44,hansard-6014,hansard,"0,2",c,2,2
44,hansard-6014,hansard,"3,1",c,2,2
44,hansard-6014,hansard,"3,2",c,2,2
92,hansard-6014,hansard,"0,2",c,0,1
92,hansard-6014,hansard,"3,1",p,2,1
92,hansard-6014,hansard,"3,2",p,2,1
97,hansard-6157,hansard,"0,2",c,1,1
97,hansard-6157,hansard,"3,1",c,1,1
97,hansard-6157,hansard,"3,2",c,1,1
98,hansard-6157,hansard,"0,2",p,1,1
98,hansard-6157,hansard,"3,1",c,0,1
98,hansard-6157,hansard,"3,2",c,2,1
99,hansard-6157,hansard,"0,2",p,1,1
99,hansard-6157,hansard,"3,1",p,1,1
99,hansard-6157,hansard,"3,2",c,1,1
100,hansard-6157,hansard,"0,2",p,1,1
100,hansard-6157,hansard,"3,1",p,1,1
100,hansard-6157,hansard,"3,2",p,1,1
44,hansard-6157,hansard,"0,2",c,2,0
44,hansard-6157,hansard,"3,1",c,0,0
44,hansard-6157,hansard,"3,2",c,2,0
117,hansard-6200,hansard,"0,2",c,0,1
117,hansard-6200,hansard,"3,1",p,0,1
117,hansard-6200,hansard,"3,2",p,2,1
118,hansard-6200,hansard,"0,2",c,2,0
118,hansard-6200,hansard,"3,1",n,1,0
118,hansard-6200,hansard,"3,2",n,2,0
119,hansard-6200,hansard,"0,2",c,0,0
119,hansard-6200,hansard,"3,1",c,0,0
119,hansard-6200,hansard,"3,2",c,0,0
120,hansard-6200,hansard,"0,2",c,2,2
120,hansard-6200,hansard,"3,1",n,1,2
120,hansard-6200,hansard,"3,2",n,1,2
44,hansard-6200,hansard,"0,2",c,2,2
44,hansard-6200,hansard,"3,1",c,2,2
44,hansard-6200,hansard,"3,2",c,2,2
109,hansard-6204,hansard,"0,2",n,1,1
109,hansard-6204,hansard,"3,1",c,2,1
109,hansard-6204,hansard,"3,2",n,0,1
110,hansard-6204,hansard,"0,2",c,2,2
110,hansard-6204,hansard,"3,1",c,2,2
110,hansard-6204,hansard,"3,2",c,2,2
111,hansard-6204,hansard,"0,2",c,1,1
111,hansard-6204,hansard,"3,1",c,1,1
111,hansard-6204,hansard,"3,2",c,1,1
112,hansard-6204,hansard,"0,2",c,2,2
112,hansard-6204,hansard,"3,1",n,2,2
112,hansard-6204,hansard,"3,2",p,2,2
44,hansard-6204,hansard,"0,2",c,2,2
44,hansard-6204,hansard,"3,1",n,2,2
44,hansard-6204,hansard,"3,2",c,2,2
105,hansard-720,hansard,"0,2",c,2,2
105,hansard-720,hansard,"3,1",p,2,2
105,hansard-720,hansard,"3,2",n,2,2
106,hansard-720,hansard,"0,2",c,0,0
106,hansard-720,hansard,"3,1",p,0,0
106,hansard-720,hansard,"3,2",p,0,0
107,hansard-720,hansard,"0,2",c,1,1
107,hansard-720,hansard,"3,1",c,1,1
107,hansard-720,hansard,"3,2",p,1,1
108,hansard-720,hansard,"0,2",c,1,1
108,hansard-720,hansard,"3,1",c,1,1
108,hansard-720,hansard,"3,2",c,1,1
44,hansard-720,hansard,"0,2",c,2,1
44,hansard-720,hansard,"3,1",c,2,1
44,hansard-720,hansard,"3,2",c,2,1
105,hansard-774,hansard,"0,2",c,1,1
105,hansard-774,hansard,"3,1",n,0,1
105,hansard-774,hansard,"3,2",n,2,1
106,hansard-774,hansard,"0,2",n,0,0
106,hansard-774,hansard,"3,1",c,0,0
106,hansard-774,hansard,"3,2",c,0,0
107,hansard-774,hansard,"0,2",c,1,1
107,hansard-774,hansard,"3,1",p,2,1
107,hansard-774,hansard,"3,2",p,2,1
108,hansard-774,hansard,"0,2",n,0,1
108,hansard-774,hansard,"3,1",c,1,1
108,hansard-774,hansard,"3,2",n,0,1
44,hansard-774,hansard,"0,2",c,1,1
44,hansard-774,hansard,"3,1",c,2,1
44,hansard-774,hansard,"3,2",c,0,1
101,hansard-775,hansard,"0,2",c,0,0
101,hansard-775,hansard,"3,1",n,0,0
101,hansard-775,hansard,"3,2",n,0,0
102,hansard-775,hansard,"0,2",c,0,1
102,hansard-775,hansard,"3,1",c,1,1
102,hansard-775,hansard,"3,2",c,1,1
103,hansard-775,hansard,"0,2",n,1,0
103,hansard-775,hansard,"3,1",n,0,0
103,hansard-775,hansard,"3,2",c,2,0
104,hansard-775,hansard,"0,2",p,0,0
104,hansard-775,hansard,"3,1",p,0,0
104,hansard-775,hansard,"3,2",c,0,0
44,hansard-775,hansard,"0,2",c,2,2
44,hansard-775,hansard,"3,1",c,2,2
44,hansard-775,hansard,"3,2",c,2,2
121,hansard-778,hansard,"0,2",p,0,1
121,hansard-778,hansard,"3,1",p,1,1
121,hansard-778,hansard,"3,2",c,0,1
122,hansard-778,hansard,"0,2",c,1,1
122,hansard-778,hansard,"3,1",c,2,1
122,hansard-778,hansard,"3,2",c,2,1
123,hansard-778,hansard,"0,2",c,2,2
123,hansard-778,hansard,"3,1",n,0,2
123,hansard-778,hansard,"3,2",c,2,2
44,hansard-778,hansard,"0,2",c,0,1
44,hansard-778,hansard,"3,1",c,0,1
44,hansard-778,hansard,"3,2",c,2,1
124,hansard-778,hansard,"0,2",n,2,0
124,hansard-778,hansard,"3,1",n,0,0
124,hansard-778,hansard,"3,2",n,2,0
113,hansard-780,hansard,"0,2",c,1,1
113,hansard-780,hansard,"3,1",c,1,1
113,hansard-780,hansard,"3,2",c,1,1
114,hansard-780,hansard,"0,2",p,2,1
114,hansard-780,hansard,"3,1",p,1,1
114,hansard-780,hansard,"3,2",c,2,1
115,hansard-780,hansard,"0,2",c,1,1
115,hansard-780,hansard,"3,1",c,1,1
115,hansard-780,hansard,"3,2",p,0,1
116,hansard-780,hansard,"0,2",c,1,2
116,hansard-780,hansard,"3,1",p,2,2
116,hansard-780,hansard,"3,2",p,1,2
44,hansard-780,hansard,"0,2",c,2,0
44,hansard-780,hansard,"3,1",c,0,0
44,hansard-780,hansard,"3,2",c,2,0
125,hansard-797,hansard,"0,2",c,0,2
125,hansard-797,hansard,"3,1",c,2,2
125,hansard-797,hansard,"3,2",c,0,2
126,hansard-797,hansard,"0,2",p,0,1
126,hansard-797,hansard,"3,1",p,0,1
126,hansard-797,hansard,"3,2",p,0,1
127,hansard-797,hansard,"0,2",p,1,1
127,hansard-797,hansard,"3,1",c,1,1
127,hansard-797,hansard,"3,2",c,1,1
128,hansard-797,hansard,"0,2",n,0,1
128,hansard-797,hansard,"3,1",c,2,1
128,hansard-797,hansard,"3,2",n,1,1
44,hansard-797,hansard,"0,2",c,1,1
44,hansard-797,hansard,"3,1",c,0,1
44,hansard-797,hansard,"3,2",c,0,1
117,hansard-914,hansard,"0,2",p,2,0
117,hansard-914,hansard,"3,1",c,0,0
117,hansard-914,hansard,"3,2",p,2,0
118,hansard-914,hansard,"0,2",p,1,1
118,hansard-914,hansard,"3,1",n,2,1
118,hansard-914,hansard,"3,2",p,0,1
119,hansard-914,hansard,"0,2",p,2,1
119,hansard-914,hansard,"3,1",p,0,1
119,hansard-914,hansard,"3,2",p,2,1
120,hansard-914,hansard,"0,2",n,1,2
120,hansard-914,hansard,"3,1",c,2,2
120,hansard-914,hansard,"3,2",c,2,2
44,hansard-914,hansard,"0,2",c,2,0
44,hansard-914,hansard,"3,1",c,0,0
44,hansard-914,hansard,"3,2",c,2,0
125,hansard-924,hansard,"0,2",p,0,0
125,hansard-924,hansard,"3,1",c,1,0
125,hansard-924,hansard,"3,2",p,1,0
126,hansard-924,hansard,"0,2",c,2,0
126,hansard-924,hansard,"3,1",p,0,0
126,hansard-924,hansard,"3,2",p,1,0
127,hansard-924,hansard,"0,2",c,1,1
127,hansard-924,hansard,"3,1",c,1,1
127,hansard-924,hansard,"3,2",c,1,1
128,hansard-924,hansard,"0,2",n,1,2
128,hansard-924,hansard,"3,1",n,2,2
128,hansard-924,hansard,"3,2",n,1,2
44,hansard-924,hansard,"0,2",c,0,0
44,hansard-924,hansard,"3,1",c,2,0
44,hansard-924,hansard,"3,2",c,2,0
89,hansard-929,hansard,"0,2",c,1,1
89,hansard-929,hansard,"3,1",c,1,1
89,hansard-929,hansard,"3,2",p,1,1
90,hansard-929,hansard,"0,2",c,2,2
90,hansard-929,hansard,"3,1",p,1,2
90,hansard-929,hansard,"3,2",p,2,2
91,hansard-929,hansard,"0,2",p,2,2
91,hansard-929,hansard,"3,1",p,2,2
91,hansard-929,hansard,"3,2",p,2,2
44,hansard-929,hansard,"0,2",c,2,2
44,hansard-929,hansard,"3,1",c,2,2
44,hansard-929,hansard,"3,2",c,2,2
92,hansard-929,hansard,"0,2",c,2,2
92,hansard-929,hansard,"3,1",c,2,2
92,hansard-929,hansard,"3,2",c,2,2
129,hansard_bill-1,hansard_bill,"0,2",c,1,0
129,hansard_bill-1,hansard_bill,"3,1",c,1,0
129,hansard_bill-1,hansard_bill,"3,2",p,0,0
130,hansard_bill-1,hansard_bill,"0,2",c,2,1
130,hansard_bill-1,hansard_bill,"3,1",c,2,1
130,hansard_bill-1,hansard_bill,"3,2",c,2,1
131,hansard_bill-1,hansard_bill,"0,2",c,2,2
131,hansard_bill-1,hansard_bill,"3,1",n,2,2
131,hansard_bill-1,hansard_bill,"3,2",c,2,2
7,hansard_bill-1,hansard_bill,"0,2",c,0,0
7,hansard_bill-1,hansard_bill,"3,1",c,0,0
7,hansard_bill-1,hansard_bill,"3,2",n,2,0
132,hansard_bill-1,hansard_bill,"0,2",c,0,1
132,hansard_bill-1,hansard_bill,"3,1",p,0,1
132,hansard_bill-1,hansard_bill,"3,2",p,2,1
133,hansard_bill-1009,hansard_bill,"0,2",p,0,2
133,hansard_bill-1009,hansard_bill,"3,1",p,0,2
133,hansard_bill-1009,hansard_bill,"3,2",p,2,2
134,hansard_bill-1009,hansard_bill,"0,2",n,2,2
134,hansard_bill-1009,hansard_bill,"3,1",c,2,2
134,hansard_bill-1009,hansard_bill,"3,2",n,2,2
135,hansard_bill-1009,hansard_bill,"0,2",c,0,1
135,hansard_bill-1009,hansard_bill,"3,1",c,0,1
135,hansard_bill-1009,hansard_bill,"3,2",p,2,1
136,hansard_bill-1009,hansard_bill,"0,2",c,0,1
136,hansard_bill-1009,hansard_bill,"3,1",p,1,1
136,hansard_bill-1009,hansard_bill,"3,2",p,0,1
132,hansard_bill-1009,hansard_bill,"0,2",c,2,0
132,hansard_bill-1009,hansard_bill,"3,1",c,2,0
132,hansard_bill-1009,hansard_bill,"3,2",c,2,0
137,hansard_bill-1010,hansard_bill,"0,2",n,2,1
137,hansard_bill-1010,hansard_bill,"3,1",n,2,1
137,hansard_bill-1010,hansard_bill,"3,2",n,0,1
138,hansard_bill-1010,hansard_bill,"0,2",p,1,1
138,hansard_bill-1010,hansard_bill,"3,1",c,1,1
138,hansard_bill-1010,hansard_bill,"3,2",c,1,1
139,hansard_bill-1010,hansard_bill,"0,2",c,2,1
139,hansard_bill-1010,hansard_bill,"3,1",p,0,1
139,hansard_bill-1010,hansard_bill,"3,2",p,2,1
140,hansard_bill-1010,hansard_bill,"0,2",n,0,1
140,hansard_bill-1010,hansard_bill,"3,1",c,2,1
140,hansard_bill-1010,hansard_bill,"3,2",c,2,1
132,hansard_bill-1010,hansard_bill,"0,2",p,2,0
132,hansard_bill-1010,hansard_bill,"3,1",p,0,0
132,hansard_bill-1010,hansard_bill,"3,2",p,2,0
141,hansard_bill-1022,hansard_bill,"0,2",p,2,2
141,hansard_bill-1022,hansard_bill,"3,1",p,0,2
141,hansard_bill-1022,hansard_bill,"3,2",p,2,2
142,hansard_bill-1022,hansard_bill,"0,2",p,2,0
142,hansard_bill-1022,hansard_bill,"3,1",p,0,0
142,hansard_bill-1022,hansard_bill,"3,2",p,2,0
143,hansard_bill-1022,hansard_bill,"0,2",c,0,0
143,hansard_bill-1022,hansard_bill,"3,1",n,0,0
143,hansard_bill-1022,hansard_bill,"3,2",c,2,0
144,hansard_bill-1022,hansard_bill,"0,2",p,0,0
144,hansard_bill-1022,hansard_bill,"3,1",c,2,0
144,hansard_bill-1022,hansard_bill,"3,2",p,2,0
132,hansard_bill-1022,hansard_bill,"0,2",p,0,1
132,hansard_bill-1022,hansard_bill,"3,1",p,0,1
132,hansard_bill-1022,hansard_bill,"3,2",p,0,1
129,hansard_bill-1023,hansard_bill,"3,1",c,1,1
129,hansard_bill-1023,hansard_bill,"0,2",c,2,1
129,hansard_bill-1023,hansard_bill,"3,2",c,0,1
130,hansard_bill-1023,hansard_bill,"3,1",c,1,1
130,hansard_bill-1023,hansard_bill,"0,2",c,1,1
130,hansard_bill-1023,hansard_bill,"3,2",c,0,1
131,hansard_bill-1023,hansard_bill,"3,1",c,1,1
131,hansard_bill-1023,hansard_bill,"0,2",p,0,1
131,hansard_bill-1023,hansard_bill,"3,2",p,0,1
7,hansard_bill-1023,hansard_bill,"3,1",c,1,1
7,hansard_bill-1023,hansard_bill,"0,2",c,0,1
7,hansard_bill-1023,hansard_bill,"3,2",c,0,1
132,hansard_bill-1023,hansard_bill,"3,1",c,0,1
132,hansard_bill-1023,hansard_bill,"0,2",p,2,1
132,hansard_bill-1023,hansard_bill,"3,2",p,2,1
145,hansard_bill-1035,hansard_bill,"3,1",p,0,1
145,hansard_bill-1035,hansard_bill,"0,2",c,0,1
145,hansard_bill-1035,hansard_bill,"3,2",p,2,1
146,hansard_bill-1035,hansard_bill,"3,1",c,1,1
146,hansard_bill-1035,hansard_bill,"0,2",p,1,1
146,hansard_bill-1035,hansard_bill,"3,2",c,1,1
147,hansard_bill-1035,hansard_bill,"3,1",c,2,2
147,hansard_bill-1035,hansard_bill,"0,2",n,2,2
147,hansard_bill-1035,hansard_bill,"3,2",c,2,2
148,hansard_bill-1035,hansard_bill,"3,1",c,2,0
148,hansard_bill-1035,hansard_bill,"0,2",c,1,0
148,hansard_bill-1035,hansard_bill,"3,2",c,1,0
132,hansard_bill-1035,hansard_bill,"3,1",c,2,1
132,hansard_bill-1035,hansard_bill,"0,2",c,1,1
132,hansard_bill-1035,hansard_bill,"3,2",c,1,1
149,hansard_bill-1036,hansard_bill,"0,2",p,0,1
149,hansard_bill-1036,hansard_bill,"3,1",c,1,1
149,hansard_bill-1036,hansard_bill,"3,2",p,2,1
150,hansard_bill-1036,hansard_bill,"0,2",n,0,0
150,hansard_bill-1036,hansard_bill,"3,1",c,0,0
150,hansard_bill-1036,hansard_bill,"3,2",n,0,0
151,hansard_bill-1036,hansard_bill,"0,2",p,2,1
151,hansard_bill-1036,hansard_bill,"3,1",c,1,1
151,hansard_bill-1036,hansard_bill,"3,2",c,1,1
152,hansard_bill-1036,hansard_bill,"0,2",p,0,1
152,hansard_bill-1036,hansard_bill,"3,1",c,1,1
152,hansard_bill-1036,hansard_bill,"3,2",p,2,1
132,hansard_bill-1036,hansard_bill,"0,2",p,0,1
132,hansard_bill-1036,hansard_bill,"3,1",c,1,1
132,hansard_bill-1036,hansard_bill,"3,2",p,0,1
153,hansard_bill-1055,hansard_bill,"0,2",c,1,0
153,hansard_bill-1055,hansard_bill,"3,1",n,2,0
153,hansard_bill-1055,hansard_bill,"3,2",c,2,0
154,hansard_bill-1055,hansard_bill,"0,2",n,0,1
154,hansard_bill-1055,hansard_bill,"3,1",c,2,1
154,hansard_bill-1055,hansard_bill,"3,2",c,2,1
155,hansard_bill-1055,hansard_bill,"0,2",c,2,2
155,hansard_bill-1055,hansard_bill,"3,1",c,2,2
155,hansard_bill-1055,hansard_bill,"3,2",c,2,2
156,hansard_bill-1055,hansard_bill,"0,2",c,0,0
156,hansard_bill-1055,hansard_bill,"3,1",c,2,0
156,hansard_bill-1055,hansard_bill,"3,2",c,2,0
72,hansard_bill-1055,hansard_bill,"0,2",c,2,0
72,hansard_bill-1055,hansard_bill,"3,1",c,2,0
72,hansard_bill-1055,hansard_bill,"3,2",p,2,0
141,hansard_bill-1076,hansard_bill,"0,2",c,0,2
141,hansard_bill-1076,hansard_bill,"3,1",c,2,2
141,hansard_bill-1076,hansard_bill,"3,2",c,2,2
142,hansard_bill-1076,hansard_bill,"0,2",c,2,2
142,hansard_bill-1076,hansard_bill,"3,1",c,1,2
142,hansard_bill-1076,hansard_bill,"3,2",c,2,2
143,hansard_bill-1076,hansard_bill,"0,2",c,2,0
143,hansard_bill-1076,hansard_bill,"3,1",p,0,0
143,hansard_bill-1076,hansard_bill,"3,2",p,0,0
144,hansard_bill-1076,hansard_bill,"0,2",p,2,2
144,hansard_bill-1076,hansard_bill,"3,1",p,2,2
144,hansard_bill-1076,hansard_bill,"3,2",p,1,2
72,hansard_bill-1076,hansard_bill,"0,2",p,2,2
72,hansard_bill-1076,hansard_bill,"3,1",p,2,2
72,hansard_bill-1076,hansard_bill,"3,2",p,2,2
149,hansard_bill-1089,hansard_bill,"3,1",c,1,1
149,hansard_bill-1089,hansard_bill,"0,2",c,1,1
149,hansard_bill-1089,hansard_bill,"3,2",c,1,1
150,hansard_bill-1089,hansard_bill,"3,1",c,2,2
150,hansard_bill-1089,hansard_bill,"0,2",n,2,2
150,hansard_bill-1089,hansard_bill,"3,2",n,2,2
151,hansard_bill-1089,hansard_bill,"3,1",c,1,1
151,hansard_bill-1089,hansard_bill,"0,2",p,1,1
151,hansard_bill-1089,hansard_bill,"3,2",p,1,1
152,hansard_bill-1089,hansard_bill,"3,1",p,2,2
152,hansard_bill-1089,hansard_bill,"0,2",c,1,2
152,hansard_bill-1089,hansard_bill,"3,2",p,2,2
72,hansard_bill-1089,hansard_bill,"3,1",p,2,1
72,hansard_bill-1089,hansard_bill,"0,2",c,2,1
72,hansard_bill-1089,hansard_bill,"3,2",c,2,1
157,hansard_bill-110,hansard_bill,"0,2",c,2,2
157,hansard_bill-110,hansard_bill,"3,2",c,2,2
157,hansard_bill-110,hansard_bill,"3,1",c,2,2
158,hansard_bill-110,hansard_bill,"0,2",p,0,0
158,hansard_bill-110,hansard_bill,"3,2",p,0,0
158,hansard_bill-110,hansard_bill,"3,1",p,2,0
159,hansard_bill-110,hansard_bill,"0,2",p,0,0
159,hansard_bill-110,hansard_bill,"3,2",p,2,0
159,hansard_bill-110,hansard_bill,"3,1",p,0,0
160,hansard_bill-110,hansard_bill,"0,2",p,0,2
160,hansard_bill-110,hansard_bill,"3,2",p,2,2
160,hansard_bill-110,hansard_bill,"3,1",c,2,2
72,hansard_bill-110,hansard_bill,"0,2",c,2,1
72,hansard_bill-110,hansard_bill,"3,2",c,2,1
72,hansard_bill-110,hansard_bill,"3,1",p,1,1
157,hansard_bill-1102,hansard_bill,"3,1",p,0,1
157,hansard_bill-1102,hansard_bill,"0,2",c,2,1
157,hansard_bill-1102,hansard_bill,"3,2",c,2,1
158,hansard_bill-1102,hansard_bill,"3,1",c,0,2
158,hansard_bill-1102,hansard_bill,"0,2",p,0,2
158,hansard_bill-1102,hansard_bill,"3,2",p,0,2
159,hansard_bill-1102,hansard_bill,"3,1",c,0,0
159,hansard_bill-1102,hansard_bill,"0,2",c,0,0
159,hansard_bill-1102,hansard_bill,"3,2",c,0,0
160,hansard_bill-1102,hansard_bill,"3,1",c,2,2
160,hansard_bill-1102,hansard_bill,"0,2",c,0,2
160,hansard_bill-1102,hansard_bill,"3,2",c,2,2
72,hansard_bill-1102,hansard_bill,"3,1",n,2,1
72,hansard_bill-1102,hansard_bill,"0,2",c,2,1
72,hansard_bill-1102,hansard_bill,"3,2",n,2,1
137,hansard_bill-1123,hansard_bill,"3,1",c,1,1
137,hansard_bill-1123,hansard_bill,"0,2",n,2,1
137,hansard_bill-1123,hansard_bill,"3,2",c,1,1
138,hansard_bill-1123,hansard_bill,"3,1",c,1,2
138,hansard_bill-1123,hansard_bill,"0,2",n,1,2
138,hansard_bill-1123,hansard_bill,"3,2",c,0,2
139,hansard_bill-1123,hansard_bill,"3,1",n,1,1
139,hansard_bill-1123,hansard_bill,"0,2",n,0,1
139,hansard_bill-1123,hansard_bill,"3,2",c,1,1
140,hansard_bill-1123,hansard_bill,"3,1",n,0,0
140,hansard_bill-1123,hansard_bill,"0,2",p,2,0
140,hansard_bill-1123,hansard_bill,"3,2",p,2,0
4,hansard_bill-1123,hansard_bill,"3,1",c,1,1
4,hansard_bill-1123,hansard_bill,"0,2",p,2,1
4,hansard_bill-1123,hansard_bill,"3,2",p,2,1
157,hansard_bill-1135,hansard_bill,"3,1",c,2,2
157,hansard_bill-1135,hansard_bill,"0,2",c,2,2
157,hansard_bill-1135,hansard_bill,"3,2",c,2,2
158,hansard_bill-1135,hansard_bill,"3,1",c,0,0
158,hansard_bill-1135,hansard_bill,"0,2",p,2,0
158,hansard_bill-1135,hansard_bill,"3,2",p,2,0
159,hansard_bill-1135,hansard_bill,"3,1",c,2,2
159,hansard_bill-1135,hansard_bill,"0,2",c,2,2
159,hansard_bill-1135,hansard_bill,"3,2",c,2,2
160,hansard_bill-1135,hansard_bill,"3,1",c,0,2
160,hansard_bill-1135,hansard_bill,"0,2",c,2,2
160,hansard_bill-1135,hansard_bill,"3,2",c,2,2
4,hansard_bill-1135,hansard_bill,"3,1",c,1,1
4,hansard_bill-1135,hansard_bill,"0,2",c,2,1
4,hansard_bill-1135,hansard_bill,"3,2",c,2,1
141,hansard_bill-1161,hansard_bill,"3,1",p,2,2
141,hansard_bill-1161,hansard_bill,"0,2",p,2,2
141,hansard_bill-1161,hansard_bill,"3,2",p,2,2
142,hansard_bill-1161,hansard_bill,"3,1",n,0,1
142,hansard_bill-1161,hansard_bill,"0,2",c,2,1
142,hansard_bill-1161,hansard_bill,"3,2",c,2,1
143,hansard_bill-1161,hansard_bill,"3,1",c,0,0
143,hansard_bill-1161,hansard_bill,"0,2",c,2,0
143,hansard_bill-1161,hansard_bill,"3,2",c,0,0
144,hansard_bill-1161,hansard_bill,"3,1",p,0,2
144,hansard_bill-1161,hansard_bill,"0,2",p,2,2
144,hansard_bill-1161,hansard_bill,"3,2",p,2,2
4,hansard_bill-1161,hansard_bill,"3,1",n,0,1
4,hansard_bill-1161,hansard_bill,"0,2",c,2,1
4,hansard_bill-1161,hansard_bill,"3,2",c,2,1
133,hansard_bill-1189,hansard_bill,"3,1",c,0,2
133,hansard_bill-1189,hansard_bill,"0,2",c,2,2
133,hansard_bill-1189,hansard_bill,"3,2",n,0,2
134,hansard_bill-1189,hansard_bill,"3,1",p,0,0
134,hansard_bill-1189,hansard_bill,"0,2",p,0,0
134,hansard_bill-1189,hansard_bill,"3,2",p,1,0
135,hansard_bill-1189,hansard_bill,"3,1",p,0,0
135,hansard_bill-1189,hansard_bill,"0,2",p,2,0
135,hansard_bill-1189,hansard_bill,"3,2",p,2,0
136,hansard_bill-1189,hansard_bill,"3,1",c,2,2
136,hansard_bill-1189,hansard_bill,"0,2",c,2,2
136,hansard_bill-1189,hansard_bill,"3,2",c,2,2
132,hansard_bill-1189,hansard_bill,"3,1",c,0,0
132,hansard_bill-1189,hansard_bill,"0,2",c,2,0
132,hansard_bill-1189,hansard_bill,"3,2",c,2,0
137,hansard_bill-1202,hansard_bill,"0,2",c,0,0
137,hansard_bill-1202,hansard_bill,"3,1",n,2,0
137,hansard_bill-1202,hansard_bill,"3,2",n,1,0
138,hansard_bill-1202,hansard_bill,"0,2",c,0,0
138,hansard_bill-1202,hansard_bill,"3,1",c,1,0
138,hansard_bill-1202,hansard_bill,"3,2",c,2,0
139,hansard_bill-1202,hansard_bill,"0,2",n,0,0
139,hansard_bill-1202,hansard_bill,"3,1",n,2,0
139,hansard_bill-1202,hansard_bill,"3,2",n,0,0
140,hansard_bill-1202,hansard_bill,"0,2",c,1,1
140,hansard_bill-1202,hansard_bill,"3,1",p,2,1
140,hansard_bill-1202,hansard_bill,"3,2",p,1,1
132,hansard_bill-1202,hansard_bill,"0,2",c,1,1
132,hansard_bill-1202,hansard_bill,"3,1",c,0,1
132,hansard_bill-1202,hansard_bill,"3,2",c,0,1
161,hansard_bill-1215,hansard_bill,"0,2",c,2,2
161,hansard_bill-1215,hansard_bill,"3,2",c,2,2
161,hansard_bill-1215,hansard_bill,"3,1",c,2,2
162,hansard_bill-1215,hansard_bill,"0,2",c,0,0
162,hansard_bill-1215,hansard_bill,"3,2",p,2,0
162,hansard_bill-1215,hansard_bill,"3,1",p,0,0
163,hansard_bill-1215,hansard_bill,"0,2",c,1,1
163,hansard_bill-1215,hansard_bill,"3,2",p,0,1
163,hansard_bill-1215,hansard_bill,"3,1",p,2,1
164,hansard_bill-1215,hansard_bill,"0,2",n,1,1
164,hansard_bill-1215,hansard_bill,"3,2",c,0,1
164,hansard_bill-1215,hansard_bill,"3,1",c,0,1
132,hansard_bill-1215,hansard_bill,"0,2",n,2,0
132,hansard_bill-1215,hansard_bill,"3,2",c,2,0
132,hansard_bill-1215,hansard_bill,"3,1",c,0,0
